id,firstname,surname,born,bornYear,bornMonth,bornDay,died,diedYear,diedMonth,diedDay,ageDied,ageCurrent,ageCurrentBin,age,ageBin,bornCountry,bornCountryCode,bornCountryClean,bornCountryBin,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,timesPrizeWon,timesPrizeWonOther,overallMotivation,share,prizeShare,motivation,workPublishYear,yearsSincePublishedBin,name,city,country,countryClean,URLpage,URLpicture
903,John,O'Keefe,18/11/1939,1939,Nov,18,0000-00-00,,,,,80,71-80,75,71-80,USA,US,USA,USA,New York NY,,,,male,2014,medicine,1,,,2,1/2,"""for their discoveries of cells that constitute a positioning system in the brain""",1971,>40,University College,London,UK,UK,https://www.nobelprize.org/prizes/medicine/2014/OKeefe/facts/,https://www.nobelprize.org/images/okeefe-15190-portrait-mini-2x.jpg
904,May-Britt,Moser,4/1/1963,1963,Jan,4,0000-00-00,,,,,56,51-60,51,51-60,Norway,NO,Norway,Other (<20 Laureates),Fosnavåg,,,,female,2014,medicine,1,,,4,1/4,"""for their discoveries of cells that constitute a positioning system in the brain""",2005,<=10,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,Norway,https://www.nobelprize.org/prizes/medicine/2014/may-britt-moser/facts/,https://www.nobelprize.org/images/may-britt-moser-15191-portrait-mini-2x.jpg
905,Edvard I.,Moser,27/4/1962,1962,Apr,27,0000-00-00,,,,,57,51-60,52,51-60,Norway,NO,Norway,Other (<20 Laureates),Ålesund,,,,male,2014,medicine,1,,,4,1/4,"""for their discoveries of cells that constitute a positioning system in the brain""",2005,<=10,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,Norway,https://www.nobelprize.org/prizes/medicine/2014/edvard-moser/facts/,https://www.nobelprize.org/images/edvard-moser-15192-portrait-mini-2x.jpg
906,Isamu,Akasaki,30/1/1929,1929,Jan,30,0000-00-00,,,,,90,>80,85,>80,Japan,JP,Japan,Japan,Chiran,,,,male,2014,physics,1,,,3,1/3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1989,21-30,Meijo University,Nagoya,Japan,Japan,https://www.nobelprize.org/prizes/physics/2014/Akasaki,https://www.nobelprize.org/images/akasaki-15188-portrait-mini-2x.jpg
907,Hiroshi,Amano,11/9/1960,1960,Sep,11,0000-00-00,,,,,59,51-60,54,51-60,Japan,JP,Japan,Japan,Hamamatsu,,,,male,2014,physics,1,,,3,1/3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1989,21-30,Nagoya University,Nagoya,Japan,Japan,https://www.nobelprize.org/prizes/physics/2014/Amano,https://www.nobelprize.org/images/amano-15187-portrait-mini-2x.jpg
908,Shuji,Nakamura,22/5/1954,1954,May,22,0000-00-00,,,,,65,61-70,60,51-60,Japan,JP,Japan,Japan,Ikata,,,,male,2014,physics,1,,,3,1/3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1994,11-20,University of California,Santa Barbara CA,USA,USA,https://www.nobelprize.org/prizes/physics/2014/Nakamura,https://www.nobelprize.org/images/nakamura-15186-portrait-mini-2x.jpg
909,Eric,Betzig,13/1/1960,1960,Jan,13,0000-00-00,,,,,59,51-60,54,51-60,USA,US,USA,USA,Ann Arbor MI,,,,male,2014,chemistry,1,,,3,1/3,"""for the development of super-resolved fluorescence microscopy""",1991,21-30,Janelia Research Campus Howard Hughes Medical Institute,Ashburn VA,USA,USA,https://www.nobelprize.org/prizes/chemistry/2014/Betzig,https://www.nobelprize.org/images/betzig-15197-portrait-mini-2x.jpg
910,Stefan W.,Hell,23/12/1962,1962,Dec,23,0000-00-00,,,,,57,51-60,52,51-60,Romania,RO,Romania,Other (<20 Laureates),Arad,,,,male,2014,chemistry,1,,,3,1/3,"""for the development of super-resolved fluorescence microscopy""",1994,11-20,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,Germany,https://www.nobelprize.org/prizes/chemistry/2014/Hell,https://www.nobelprize.org/images/hell-15196-portrait-mini-2x.jpg
911,William E.,Moerner,24/6/1953,1953,Jun,24,0000-00-00,,,,,66,61-70,61,61-70,USA,US,USA,USA,Pleasanton CA,,,,male,2014,chemistry,1,,,3,1/3,"""for the development of super-resolved fluorescence microscopy""",2000,11-20,Stanford University,Stanford CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/2014/Moerner,https://www.nobelprize.org/images/moerner-15195-portrait-mini-2x.jpg
912,Patrick,Modiano,30/7/1945,1945,Jul,30,0000-00-00,,,,,74,71-80,69,61-70,France,FR,France,France,Paris,,,,male,2014,literature,1,,,1,1/1,"""for the art of memory with which he has evoked the most ungraspable human destinies and",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/2014/Modiano,https://www.nobelprize.org/images/modiano-15193-portrait-mini-2x.jpg
913,Kailash,Satyarthi,11/1/1954,1954,Jan,11,0000-00-00,,,,,65,61-70,60,51-60,India,IN,India,Other (<20 Laureates),Vidisha,,,,male,2014,peace,1,,,2,1/2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2014/Satyarthi,https://www.nobelprize.org/images/satyarthi-15189-portrait-mini-2x.jpg
914,Malala,Yousafzai,12/7/1997,1997,Jul,12,0000-00-00,,,,,22,<=30,17,<=40,Pakistan,PK,Pakistan,Other (<20 Laureates),Mingora,,,,female,2014,peace,1,,,2,1/2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2014/Yousafzai,https://www.nobelprize.org/images/yousafzai-15198-portrait-mini-2x.jpg
915,Jean,Tirole,9/8/1953,1953,Aug,9,0000-00-00,,,,,66,61-70,61,61-70,France,FR,France,France,Troyes,,,,male,2014,economics,1,,,1,1/1,"""for his analysis of market power and regulation""",,Unknown,Toulouse School of Economics (TSE),Toulouse,France,France,https://www.nobelprize.org/prizes/economics/2014/Tirole,https://www.nobelprize.org/images/tirole-15194-portrait-mini-2x.jpg
916,William C.,Campbell,28/6/1930,1930,Jun,28,0000-00-00,,,,,89,>80,85,>80,Ireland,IE,Ireland,Other (<20 Laureates),Ramelton,,,,male,2015,medicine,1,,,4,1/4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",1979,31-40,Drew University,Madison NJ,USA,USA,https://www.nobelprize.org/prizes/medicine/2015/Campbell,https://www.nobelprize.org/images/campbell-13646-portrait-mini-2x.jpg
917,Satoshi,&#332;mura,12/7/1935,1935,Jul,12,0000-00-00,,,,,84,>80,80,71-80,Japan,JP,Japan,Japan,Yamanashi Prefecture,,,,male,2015,medicine,1,,,4,1/4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",1979,31-40,Kitasato University,Tokyo,Japan,Japan,https://www.nobelprize.org/prizes/medicine/2015/omura/facts/,https://www.nobelprize.org/images/omura-13647-portrait-mini-2x.jpg
918,Youyou,Tu,30/12/1930,1930,Dec,30,0000-00-00,,,,,89,>80,85,>80,China,CN,China,Other (<20 Laureates),Zhejiang Ningbo,,,,female,2015,medicine,1,,,2,1/2,"""for her discoveries concerning a novel therapy against Malaria""",1977,31-40,China Academy of Traditional Chinese Medicine,Beijing,China,China,https://www.nobelprize.org/prizes/medicine/2015/Tu,https://www.nobelprize.org/images/tu-13648-portrait-mini-2x.jpg
919,Takaaki,Kajita,9/3/1959,1959,Mar,9,0000-00-00,,,,,60,51-60,56,51-60,Japan,JP,Japan,Japan,Higashimatsuyama,,,,male,2015,physics,1,,,2,1/2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",1998,11-20,University of Tokyo,Kashiwa,Japan,Japan,https://www.nobelprize.org/prizes/physics/2015/Kajita,https://www.nobelprize.org/images/kajita-13649-portrait-mini-2x.jpg
920,Arthur B.,McDonald,29/8/1943,1943,Aug,29,0000-00-00,,,,,76,71-80,72,71-80,Canada,CA,Canada,Canada,Sydney,,,,male,2015,physics,1,,,2,1/2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",2001,11-20,Queen's University,Kingston,Canada,Canada,https://www.nobelprize.org/prizes/physics/2015/McDonald,https://www.nobelprize.org/images/mcdonald-13650-portrait-mini-2x.jpg
921,Tomas,Lindahl,28/1/1938,1938,Jan,28,0000-00-00,,,,,81,>80,77,71-80,Sweden,SE,Sweden,Sweden,Stockholm,,,,male,2015,chemistry,1,,,3,1/3,"""for mechanistic studies of DNA repair""",1974,>40,Francis Crick Institute,Hertfordshire,UK,UK,https://www.nobelprize.org/prizes/chemistry/2015/Lindahl,https://www.nobelprize.org/images/lindahl-13641-portrait-mini-2x.jpg
922,Paul,Modrich,13/6/1946,1946,Jun,13,0000-00-00,,,,,73,71-80,69,61-70,USA,US,USA,USA,Raton NM,,,,male,2015,chemistry,1,,,3,1/3,"""for mechanistic studies of DNA repair""",1989,21-30,Howard Hughes Medical Institute,Durham NC,USA,USA,https://www.nobelprize.org/prizes/chemistry/2015/Modrich,https://www.nobelprize.org/images/modrich-13642-portrait-mini-2x.jpg
923,Aziz,Sancar,8/9/1946,1946,Sep,8,0000-00-00,,,,,73,71-80,69,61-70,Turkey,TR,Turkey,Other (<20 Laureates),Savur,,,,male,2015,chemistry,1,,,3,1/3,"""for mechanistic studies of DNA repair""",1983,31-40,University of North Carolina,Chapel Hill NC,USA,USA,https://www.nobelprize.org/prizes/chemistry/2015/Sancar,https://www.nobelprize.org/images/sancar-15199-portrait-mini-2x.jpg
924,Svetlana,Alexievich,31/5/1948,1948,May,31,0000-00-00,,,,,71,71-80,67,61-70,Ukraine,UA,Ukraine,Other (<20 Laureates),Ivano-Frankivsk,,,,female,2015,literature,1,,,1,1/1,"""for her polyphonic writings a monument to suffering and courage in our time""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/2015/Alexievich,https://www.nobelprize.org/images/alexievich-13645-portrait-mini-2x.jpg
925,National Dialogue Quartet,,,2013,,,0000-00-00,,,,,6,<=30,2,<=40,,,Organization,Other (<20 Laureates),,,,,org,2015,peace,1,,,1,1/1,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2015/,https://www.nobelprize.org/images/tndq-15200-portrait-mini-2x.jpg
926,Angus,Deaton,19/10/1945,1945,Oct,19,0000-00-00,,,,,74,71-80,70,61-70,Scotland,GB,UK,UK,Edinburgh,,,,male,2015,economics,1,,,1,1/1,"""for his analysis of consumption poverty and welfare""",,Unknown,Princeton University,Princeton NJ,USA,USA,https://www.nobelprize.org/prizes/economics/2015/Deaton,https://www.nobelprize.org/images/deaton-13644-portrait-mini-2x.jpg
927,Yoshinori,Ohsumi,9/2/1945,1945,Feb,9,0000-00-00,,,,,74,71-80,71,71-80,Japan,JP,Japan,Japan,Fukuoka,,,,male,2016,medicine,1,,,1,1/1,"""for his discoveries of mechanisms for autophagy""",1992,21-30,Tokyo Institute of Technology,Tokyo,Japan,Japan,https://www.nobelprize.org/prizes/medicine/2016/Ohsumi,https://www.nobelprize.org/images/ohsumi-15209-portrait-mini-2x.jpg
928,David J.,Thouless,21/9/1934,1934,Sep,21,6/4/2019,2019,Apr,6,85,,Deceased,82,>80,UK,GB,UK,UK,Bearsden,UK,GB,Cambridge,male,2016,physics,1,,,2,1/2,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",1973,>40,University of Washington,Seattle WA,USA,USA,https://www.nobelprize.org/prizes/physics/2016/Thouless,https://www.nobelprize.org/images/thouless-15201-portrait-mini-2x.jpg
929,F. Duncan M.,Haldane,14/9/1951,1951,Sep,14,0000-00-00,,,,,68,61-70,65,61-70,UK,GB,UK,UK,London,,,,male,2016,physics,1,,,4,1/4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",1983,31-40,Princeton University,Princeton NJ,USA,USA,https://www.nobelprize.org/prizes/physics/2016/Haldane,https://www.nobelprize.org/images/haldane-15205-portrait-mini-2x.jpg
930,J. Michael,Kosterlitz,22/6/1943,1943,Jun,22,0000-00-00,,,,,76,71-80,73,71-80,UK,GB,UK,UK,Aberdeen,,,,male,2016,physics,1,,,4,1/4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",1973,>40,Brown University,Providence RI,USA,USA,https://www.nobelprize.org/prizes/physics/2016/Kosterlitz,https://www.nobelprize.org/images/kosterlitz-15202-portrait-mini-2x.jpg
931,Jean-Pierre,Sauvage,21/10/1944,1944,Oct,21,0000-00-00,,,,,75,71-80,72,71-80,France,FR,France,France,Paris,,,,male,2016,chemistry,1,,,3,1/3,"""for the design and synthesis of molecular machines""",1983,31-40,University of Strasbourg,Strasbourg,France,France,https://www.nobelprize.org/prizes/chemistry/2016/Sauvage,https://www.nobelprize.org/images/sauvage-15210-portrait-mini-2x.jpg
932,Sir J. Fraser,Stoddart,24/5/1942,1942,May,24,0000-00-00,,,,,77,71-80,74,71-80,UK,GB,UK,UK,Edinburgh,,,,male,2016,chemistry,1,,,3,1/3,"""for the design and synthesis of molecular machines""",1991,21-30,Northwestern University,Evanston IL,USA,USA,https://www.nobelprize.org/prizes/chemistry/2016/Stoddart,https://www.nobelprize.org/images/stoddart-15208-portrait-mini-2x.jpg
933,Bernard L.,Feringa,18/5/1951,1951,May,18,0000-00-00,,,,,68,61-70,65,61-70,the Netherlands,NL,Netherlands,Other (<20 Laureates),Barger-Compascuum,,,,male,2016,chemistry,1,,,3,1/3,"""for the design and synthesis of molecular machines""",1999,11-20,University of Groningen,Groningen,the Netherlands,the Netherlands,https://www.nobelprize.org/prizes/chemistry/2016/Feringa,https://www.nobelprize.org/images/feringa-15204-portrait-mini-2x.jpg
934,Juan Manuel,Santos,10/8/1951,1951,Aug,10,0000-00-00,,,,,68,61-70,65,61-70,Colombia,CO,Colombia,Other (<20 Laureates),Bogotá,,,,male,2016,peace,1,,,1,1/1,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2016/Santos,https://www.nobelprize.org/images/santos-15207-portrait-mini-2x.jpg
935,Oliver,Hart,9/10/1948,1948,Oct,9,0000-00-00,,,,,71,71-80,68,61-70,UK,GB,UK,UK,London,,,,male,2016,economics,1,,,2,1/2,"""for their contributions to contract theory""",,Unknown,Harvard University,Cambridge MA,USA,USA,https://www.nobelprize.org/prizes/economics/2016/Hart,https://www.nobelprize.org/images/hart-15206-portrait-mini-2x.jpg
936,Bengt,Holmström,18/4/1949,1949,Apr,18,0000-00-00,,,,,70,61-70,67,61-70,Finland,FI,Finland,Other (<20 Laureates),Helsinki,,,,male,2016,economics,1,,,2,1/2,"""for their contributions to contract theory""",,Unknown,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,USA,https://www.nobelprize.org/prizes/economics/2016/Holmstrom,https://www.nobelprize.org/images/holmstrom-15203-portrait-mini-2x.jpg
937,Bob,Dylan,24/5/1941,1941,May,24,0000-00-00,,,,,78,71-80,75,71-80,USA,US,USA,USA,Duluth MN,,,,male,2016,literature,1,,,1,1/1,"""for having created new poetic expressions within the great American song tradition""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/2016/Dylan,https://www.nobelprize.org/images/dylan-13656-portrait-mini-2x.jpg
938,Jeffrey C.,Hall,3/5/1945,1945,May,3,0000-00-00,,,,,74,71-80,72,71-80,USA,US,USA,USA,New York NY,,,,male,2017,medicine,1,,,3,1/3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",1997,11-20,University of Maine,Maine ME,USA,USA,https://www.nobelprize.org/prizes/medicine/2017/Hall,https://www.nobelprize.org/images/hall-15227-portrait-mini-2x.jpg
939,Michael,Rosbash,7/3/1944,1944,Mar,7,0000-00-00,,,,,75,71-80,73,71-80,USA,US,USA,USA,Kansas City MO,,,,male,2017,medicine,1,,,3,1/3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",1997,11-20,Brandeis University,Waltham MA,USA,USA,https://www.nobelprize.org/prizes/medicine/2017/Rosbash,https://www.nobelprize.org/images/rosbash-15226-portrait-mini-2x.jpg
940,Michael W.,Young,28/3/1949,1949,Mar,28,0000-00-00,,,,,70,61-70,68,61-70,USA,US,USA,USA,Miami FL,,,,male,2017,medicine,1,,,3,1/3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",1997,11-20,Rockefeller University,New York NY,USA,USA,https://www.nobelprize.org/prizes/medicine/2017/Young,https://www.nobelprize.org/images/young-15225-portrait-mini-2x.jpg
941,Rainer,Weiss,29/9/1932,1932,Sep,29,0000-00-00,,,,,87,>80,85,>80,Germany,DE,Germany,Germany,Berlin,,,,male,2017,physics,1,,,2,1/2,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",2004,11-20,LIGO/VIRGO Collaboration,,,Unknown,https://www.nobelprize.org/prizes/physics/2017/Weiss,https://www.nobelprize.org/images/weiss-15236-portrait-mini-2x.jpg
942,Barry C.,Barish,27/1/1936,1936,Jan,27,0000-00-00,,,,,83,>80,81,>80,USA,US,USA,USA,Omaha NE,,,,male,2017,physics,1,,,4,1/4,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",2004,11-20,LIGO/VIRGO Collaboration,,,Unknown,https://www.nobelprize.org/prizes/physics/2017/Barish,https://www.nobelprize.org/images/barish-15224-portrait-mini-2x.jpg
943,Kip S.,Thorne,1/6/1940,1940,Jun,1,0000-00-00,,,,,79,71-80,77,71-80,USA,US,USA,USA,Logan UT,,,,male,2017,physics,1,,,4,1/4,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",2004,11-20,LIGO/VIRGO Collaboration,,,Unknown,https://www.nobelprize.org/prizes/physics/2017/Thorne,https://www.nobelprize.org/images/thorne-15223-portrait-mini-2x.jpg
944,Jacques,Dubochet,8/6/1942,1942,Jun,8,0000-00-00,,,,,77,71-80,75,71-80,Switzerland,CH,Switzerland,Other (<20 Laureates),Aigle,,,,male,2017,chemistry,1,,,3,1/3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",2002,11-20,University of Lausanne,Lausanne,Switzerland,Switzerland,https://www.nobelprize.org/prizes/chemistry/2017/Dubochet,https://www.nobelprize.org/images/dubochet-15235-portrait-mini-2x.jpg
945,Joachim,Frank,12/9/1940,1940,Sep,12,0000-00-00,,,,,79,71-80,77,71-80,Germany,DE,Germany,Germany,Siegen,,,,male,2017,chemistry,1,,,3,1/3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",2002,11-20,Columbia University,New York NY,USA,USA,https://www.nobelprize.org/prizes/chemistry/2017/Frank,https://www.nobelprize.org/images/frank-15234-portrait-mini-2x.jpg
946,Richard,Henderson,19/7/1945,1945,Jul,19,0000-00-00,,,,,74,71-80,72,71-80,Scotland,GB,UK,UK,Edinburgh,,,,male,2017,chemistry,1,,,3,1/3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",2002,11-20,MRC Laboratory of Molecular Biology,Cambridge,UK,UK,https://www.nobelprize.org/prizes/chemistry/2017/Henderson,https://www.nobelprize.org/images/henderson-15230-portrait-mini-2x.jpg
947,Kazuo,Ishiguro,8/11/1954,1954,Nov,8,0000-00-00,,,,,65,61-70,63,61-70,Japan,JP,Japan,Japan,Nagasaki,,,,male,2017,literature,1,,,1,1/1,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/2017/Ishiguro,https://www.nobelprize.org/images/ishiguro-15228-portrait-mini-2x.jpg
948,International Campaign to Abolish Nuclear Weapons (ICAN),,2007-00-00,2007,,,0000-00-00,,,,,12,<=30,10,<=40,,,Organization,Other (<20 Laureates),,,,,org,2017,peace,1,,,1,1/1,"""for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2017/,https://www.nobelprize.org/images/ican-15220-portrait-mini-2x.jpg
